path,true_class,predicted_class,confidence,true_pdf_id,pred_pdf_id
train\SEDAN\01031_Acura-RL-Sedan-2012_jpg.rf.8a3d9ac8dde92118580dbde6ed65d404.jpg,SEDAN,HATCHBACK,0.847,6,7
train\SEDAN\01042_Chevrolet-Malibu-Sedan-2007_jpg.rf.80d56fd74a5ac9ae03fed4c35a500e2c.jpg,SEDAN,HATCHBACK,0.617,6,7
train\SEDAN\01059_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.c9a5027d80f3b052df60124178f487ff.jpg,SEDAN,HATCHBACK,0.552,6,7
train\SEDAN\01291_Hyundai-Genesis-Sedan-2012_jpg.rf.bc1edd817ef119c25d0b75a6dbaf555c.jpg,SEDAN,HATCHBACK,0.585,6,7
train\SEDAN\01319_Suzuki-Aerio-Sedan-2007_jpg.rf.f7c039892a28f371db744f925c736dfc.jpg,SEDAN,HATCHBACK,0.866,6,7
train\SEDAN\01326_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.c89f7be419c3bfe03eecad10bfd8a64b.jpg,SEDAN,HATCHBACK,0.719,6,7
train\SEDAN\01420_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.ae2727a9e89b7fccca1f9baa35ff6ab5.jpg,SEDAN,HATCHBACK,0.615,6,7
train\SEDAN\01488_Suzuki-Kizashi-Sedan-2012_jpg.rf.b6442dda3ae7dc8d9161b9852bfd6460.jpg,SEDAN,HATCHBACK,0.840,6,7
train\SEDAN\01535_Acura-RL-Sedan-2012_jpg.rf.dff16ab98186cac698ce34a259780687.jpg,SEDAN,HATCHBACK,0.934,6,7
train\SEDAN\01582_BMW-M5-Sedan-2010_jpg.rf.ea2a6c0cbe18d6743e2a76b09ad21c99.jpg,SEDAN,HATCHBACK,0.589,6,7
train\SEDAN\01653_Mercedes-Benz-C-Class-Sedan-2012_jpg.rf.f909106f0228cecb15284be74aed8b1d.jpg,SEDAN,HATCHBACK,0.814,6,7
train\SEDAN\01714_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.f813da58bdc6432c6640ce98d1b36ea2.jpg,SEDAN,HATCHBACK,0.722,6,7
train\SEDAN\01785_Chevrolet-Malibu-Sedan-2007_jpg.rf.f716b784690e53dbe018ee03c7764d46.jpg,SEDAN,HATCHBACK,0.643,6,7
train\SEDAN\01821_BMW-3-Series-Sedan-2012_jpg.rf.17dc3c9cb21903f608408bb859bb84b4.jpg,SEDAN,HATCHBACK,0.943,6,7
train\SEDAN\01828_Buick-Verano-Sedan-2012_jpg.rf.6d42b6a985af556b4851b54cd45f16b6.jpg,SEDAN,HATCHBACK,0.601,6,7
train\SEDAN\01841_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.4c40b9ad7fc0a9a324b3dac6516c7c91.jpg,SEDAN,HATCHBACK,0.640,6,7
train\SEDAN\01868_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.2a607a4837791254a5ad7ac5f0024582.jpg,SEDAN,HATCHBACK,0.763,6,7
train\SEDAN\01890_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.22643b29d6bb8ec3cae3933bb429c9f6.jpg,SEDAN,HATCHBACK,0.860,6,7
train\SEDAN\01898_Buick-Verano-Sedan-2012_jpg.rf.e22bbab83ce8d302b87c49f60d6870fa.jpg,SEDAN,ACIK_TEKERLEK,0.770,6,5
train\SEDAN\02004_Acura-TSX-Sedan-2012_jpg.rf.4ca10b04b516d51060cd3ad156327cc2.jpg,SEDAN,HATCHBACK,0.853,6,7
train\SEDAN\02065_Acura-RL-Sedan-2012_jpg.rf.fe5adf79f319b32b265a8b3319308db0.jpg,SEDAN,HATCHBACK,0.890,6,7
train\SEDAN\02137_Hyundai-Genesis-Sedan-2012_jpg.rf.dfc54466f788f0f185fe17fe2a190e9f.jpg,SEDAN,HATCHBACK,0.731,6,7
train\SEDAN\02250_Toyota-Corolla-Sedan-2012_jpg.rf.c68600daae81043e528692500296282a.jpg,SEDAN,HATCHBACK,0.679,6,7
train\SEDAN\02342_Hyundai-Genesis-Sedan-2012_jpg.rf.9aa45e78a9aaadd5c53b810a67ce869a.jpg,SEDAN,HATCHBACK,0.736,6,7
train\SEDAN\02349_Tesla-Model-S-Sedan-2012_jpg.rf.34d36d189a19bbbc8aa6fa6897562e03.jpg,SEDAN,HATCHBACK,0.811,6,7
train\SEDAN\02355_Suzuki-Kizashi-Sedan-2012_jpg.rf.335ee25ac7da5cacbd5dacbe0366188a.jpg,SEDAN,HATCHBACK,0.867,6,7
train\SEDAN\02457_Acura-TSX-Sedan-2012_jpg.rf.0eccf75240c93c2d39b6bc8e7b87365f.jpg,SEDAN,HATCHBACK,0.730,6,7
train\SEDAN\02463_Hyundai-Genesis-Sedan-2012_jpg.rf.c125f03e618cf149c0e12b756061fe19.jpg,SEDAN,HATCHBACK,0.918,6,7
train\SEDAN\02468_BMW-M5-Sedan-2010_jpg.rf.f4aeace0ea8b78a17647fa8eeb5b0c76.jpg,SEDAN,HATCHBACK,0.804,6,7
train\SEDAN\02491_Acura-TL-Sedan-2012_jpg.rf.d4d2fed75edb1a4eaf4e226f34681ccb.jpg,SEDAN,HATCHBACK,0.732,6,7
train\SEDAN\02663_Acura-TL-Sedan-2012_jpg.rf.088680dcff6d45cf206acad519200ade.jpg,SEDAN,HATCHBACK,0.926,6,7
train\SEDAN\02670_Acura-TSX-Sedan-2012_jpg.rf.e12c7609ce8747cb805ecc3984ff2751.jpg,SEDAN,HATCHBACK,0.804,6,7
train\SEDAN\02688_Audi-S6-Sedan-2011_jpg.rf.36fb551a0ed4c965915922904b005f05.jpg,SEDAN,HATCHBACK,0.689,6,7
train\SEDAN\02783_Chevrolet-Malibu-Sedan-2007_jpg.rf.79d060cd55a3a2a5b69d4694ef23df6c.jpg,SEDAN,HATCHBACK,0.669,6,7
train\SEDAN\02843_Acura-TSX-Sedan-2012_jpg.rf.e63629f956e7186367cc6be8747625ea.jpg,SEDAN,HATCHBACK,0.563,6,7
train\SEDAN\02943_Hyundai-Azera-Sedan-2012_jpg.rf.85c5e5d22d6d0f1faa1c769f107eb6cf.jpg,SEDAN,HATCHBACK,0.806,6,7
train\SEDAN\02944_Honda-Accord-Sedan-2012_jpg.rf.771cbb87a964d57d9bca4b71fde64ba6.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\03011_Acura-RL-Sedan-2012_jpg.rf.4f8a1b3250386aefb50c7af4c1e3b7b1.jpg,SEDAN,HATCHBACK,0.851,6,7
train\SEDAN\03054_Acura-TSX-Sedan-2012_jpg.rf.a7d0898bff4db34b9ac47f7efff72449.jpg,SEDAN,HATCHBACK,0.680,6,7
train\SEDAN\03086_Hyundai-Accent-Sedan-2012_jpg.rf.f7f9547a68fda5d27ae111d92460e356.jpg,SEDAN,HATCHBACK,0.878,6,7
train\SEDAN\03152_Acura-TL-Sedan-2012_jpg.rf.b117a0633a5881738c4ad639fd7fd1bb.jpg,SEDAN,HATCHBACK,0.670,6,7
train\SEDAN\03168_Buick-Verano-Sedan-2012_jpg.rf.e09e77ff5320927a7339cfda4484496f.jpg,SEDAN,HATCHBACK,0.860,6,7
train\SEDAN\03190_Mercedes-Benz-S-Class-Sedan-2012_jpg.rf.5ba9b4edf78cf1d54c335bbda95fcae9.jpg,SEDAN,HATCHBACK,0.855,6,7
train\SEDAN\03266_Hyundai-Sonata-Hybrid-Sedan-2012_jpg.rf.6e33e2b4962ca0992cd7fbf5b8584e6d.jpg,SEDAN,HATCHBACK,0.961,6,7
train\SEDAN\03269_Audi-S4-Sedan-2007_jpg.rf.d974874e9500bf009491f2f269d4ba04.jpg,SEDAN,HATCHBACK,0.696,6,7
train\SEDAN\03325_Mercedes-Benz-S-Class-Sedan-2012_jpg.rf.59cb1492c7c0670e2c05ac082ef67a1b.jpg,SEDAN,HATCHBACK,0.608,6,7
train\SEDAN\03352_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.fbb5b99abdfa05bc7a91757ecac8cce1.jpg,SEDAN,HATCHBACK,0.880,6,7
train\SEDAN\03353_Buick-Verano-Sedan-2012_jpg.rf.d81b0be319f70506770066b8c3f27405.jpg,SEDAN,HATCHBACK,0.649,6,7
train\SEDAN\03360_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.48c69a121bdca7c5bac79087b31c9793.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\03394_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.b152901faf3ef4528e7266c6b56445c9.jpg,SEDAN,HATCHBACK,0.728,6,7
train\SEDAN\03396_Mercedes-Benz-S-Class-Sedan-2012_jpg.rf.cb063815583e8bf721d334673d112903.jpg,SEDAN,HATCHBACK,0.585,6,7
train\SEDAN\03397_Dodge-Charger-Sedan-2012_jpg.rf.210e3da3e165a93cdc24ee033019ad0f.jpg,SEDAN,HATCHBACK,0.771,6,7
train\SEDAN\03411_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.95f3548132f0db2b451091e8aef08704.jpg,SEDAN,HATCHBACK,0.681,6,7
train\SEDAN\03456_Hyundai-Sonata-Sedan-2012_jpg.rf.27bde79e0ee66f3b9bd3aea3c774f3f8.jpg,SEDAN,HATCHBACK,0.802,6,7
train\SEDAN\03470_Suzuki-Kizashi-Sedan-2012_jpg.rf.b36f0dc1a63777f0791299e4488fb902.jpg,SEDAN,HATCHBACK,0.799,6,7
train\SEDAN\03486_BMW-M5-Sedan-2010_jpg.rf.c79a1a8dce339764832ccae52ba160d0.jpg,SEDAN,HATCHBACK,0.641,6,7
train\SEDAN\03511_Acura-TSX-Sedan-2012_jpg.rf.594c57f5337b0041f5d0afc61abcc103.jpg,SEDAN,HATCHBACK,0.915,6,7
train\SEDAN\03531_Toyota-Camry-Sedan-2012_jpg.rf.853be7e0deebdc662b43f17d332fa37c.jpg,SEDAN,HATCHBACK,0.674,6,7
train\SEDAN\03702_Hyundai-Sonata-Sedan-2012_jpg.rf.7738d210387ceb5326efed9a0daf6fde.jpg,SEDAN,HATCHBACK,0.758,6,7
train\SEDAN\03740_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.71d42224d08a158b549746e313ab6b36.jpg,SEDAN,HATCHBACK,0.863,6,7
train\SEDAN\03772_Acura-TL-Sedan-2012_jpg.rf.34cfd0da0164d2bf7e19c3aca80c82b8.jpg,SEDAN,HATCHBACK,0.781,6,7
train\SEDAN\03821_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.123619e53e5802340a48146cb7802ea1.jpg,SEDAN,HATCHBACK,0.745,6,7
train\SEDAN\03823_Toyota-Camry-Sedan-2012_jpg.rf.15f7cd519b14fd27470c8188f7ae8dff.jpg,SEDAN,HATCHBACK,0.984,6,7
train\SEDAN\03842_Audi-S4-Sedan-2007_jpg.rf.42097d74bf3cd55b7e0af627c7976362.jpg,SEDAN,HATCHBACK,0.667,6,7
train\SEDAN\03852_BMW-M5-Sedan-2010_jpg.rf.54bb694ed6fed860853d363f775dad67.jpg,SEDAN,HATCHBACK,0.929,6,7
train\SEDAN\03872_Buick-Verano-Sedan-2012_jpg.rf.9ab589f3ab9a03cdd386c9a6c8fd399a.jpg,SEDAN,HATCHBACK,0.738,6,7
train\SEDAN\03886_Audi-S4-Sedan-2007_jpg.rf.c145727c633e153de66613a35ac2e21e.jpg,SEDAN,HATCHBACK,0.749,6,7
train\SEDAN\03892_Audi-S4-Sedan-2007_jpg.rf.757ea4ddcd03e2a126bc156d7626db1b.jpg,SEDAN,HATCHBACK,0.924,6,7
train\SEDAN\03993_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.7e61516710e7b53f5f9038ec9d8e5451.jpg,SEDAN,HATCHBACK,0.702,6,7
train\SEDAN\05282_Suzuki-Kizashi-Sedan-2012_jpg.rf.7ecf6de4e720a41fdcec918b634e12e4.jpg,SEDAN,HATCHBACK,0.804,6,7
train\SEDAN\05746_Hyundai-Elantra-Sedan-2007_jpg.rf.f0305870c1b62c04ebc6f0064e59a529.jpg,SEDAN,HATCHBACK,0.780,6,7
train\SEDAN\05824_Audi-S4-Sedan-2012_jpg.rf.fbde822a5ffa21f1c4d556f5b3ae363e.jpg,SEDAN,HATCHBACK,0.717,6,7
train\SEDAN\05833_Chevrolet-Impala-Sedan-2007_jpg.rf.51094aac2d53e98b2ca92194addd94f3.jpg,SEDAN,HATCHBACK,0.566,6,7
train\SEDAN\05920_Hyundai-Sonata-Sedan-2012_jpg.rf.b9f02f818d7510f61f7298a1df04a088.jpg,SEDAN,HATCHBACK,0.767,6,7
train\SEDAN\06418_Mercedes-Benz-C-Class-Sedan-2012_jpg.rf.2318209ea2229d9c51a24908862d9611.jpg,SEDAN,HATCHBACK,0.829,6,7
train\SEDAN\06512_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.c001dd957c0e2959e0f7af84907a7c22.jpg,SEDAN,HATCHBACK,0.750,6,7
train\SEDAN\06562_Hyundai-Sonata-Sedan-2012_jpg.rf.6049135f8074b3885304a905154af377.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\06645_Buick-Verano-Sedan-2012_jpg.rf.709c0afabc161f4dd7e3f66377758854.jpg,SEDAN,HATCHBACK,0.890,6,7
train\SEDAN\06665_Buick-Verano-Sedan-2012_jpg.rf.3b0c3688f63120cdd0a6d86901e63b46.jpg,SEDAN,HATCHBACK,0.782,6,7
train\SEDAN\06734_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.df2d20fe6027b6e8d6e869b12261110f.jpg,SEDAN,HATCHBACK,0.921,6,7
train\SEDAN\06774_Acura-TSX-Sedan-2012_jpg.rf.c086b210529ac37e5781ec349079fe39.jpg,SEDAN,HATCHBACK,0.809,6,7
train\SEDAN\06829_BMW-M5-Sedan-2010_jpg.rf.6bf2757eae35a6b1b418ee37c7a82ad0.jpg,SEDAN,HATCHBACK,0.832,6,7
train\SEDAN\06830_Audi-S6-Sedan-2011_jpg.rf.58f85b913b7440d10296ec93429ba148.jpg,SEDAN,HATCHBACK,0.678,6,7
train\SEDAN\06835_Suzuki-Kizashi-Sedan-2012_jpg.rf.fcdc7908c0ea2283f896c75d16ede87d.jpg,SEDAN,HATCHBACK,0.909,6,7
train\SEDAN\06837_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.c8e26f54bc40dce29b83c2b19fbe08da.jpg,SEDAN,HATCHBACK,0.619,6,7
train\SEDAN\06861_Mercedes-Benz-C-Class-Sedan-2012_jpg.rf.36132bf491241a48d7c7a6359acc7124.jpg,SEDAN,HATCHBACK,0.569,6,7
train\SEDAN\06879_BMW-3-Series-Sedan-2012_jpg.rf.1b79def623f2fa493f2da43fb47f81b0.jpg,SEDAN,HATCHBACK,0.740,6,7
train\SEDAN\06957_Hyundai-Genesis-Sedan-2012_jpg.rf.2e96c43dfc07ac787cf9f1b4a9af612e.jpg,SEDAN,HATCHBACK,0.644,6,7
train\SEDAN\06973_Hyundai-Sonata-Sedan-2012_jpg.rf.ad7e2afcdead24c502e66136dd26503a.jpg,SEDAN,HATCHBACK,0.963,6,7
train\SEDAN\06983_Porsche-Panamera-Sedan-2012_jpg.rf.dd40c1adf2b2e7317db1282a6d83c2f4.jpg,SEDAN,HATCHBACK,0.899,6,7
train\SEDAN\07056_BMW-M5-Sedan-2010_jpg.rf.1072d652e628235f08d478f8aa92d76e.jpg,SEDAN,HATCHBACK,0.551,6,7
train\SEDAN\07121_Acura-TL-Sedan-2012_jpg.rf.0757cbcc479fe5cbfe09f35558d6c724.jpg,SEDAN,HATCHBACK,0.810,6,7
train\SEDAN\07215_Hyundai-Elantra-Sedan-2007_jpg.rf.499844ad8ea96f53277953281c18c35b.jpg,SEDAN,HATCHBACK,0.902,6,7
train\SEDAN\07259_Toyota-Corolla-Sedan-2012_jpg.rf.6cb81b7c8aad0e2eb7d065500d13fd09.jpg,SEDAN,HATCHBACK,0.720,6,7
train\SEDAN\07268_Hyundai-Elantra-Sedan-2007_jpg.rf.68a320a1c90171c1748337ed58bcd482.jpg,SEDAN,HATCHBACK,0.800,6,7
train\SEDAN\07286_BMW-M5-Sedan-2010_jpg.rf.4676282f1f3b1dedca745d06320e0850.jpg,SEDAN,HATCHBACK,0.836,6,7
train\SEDAN\07329_Hyundai-Sonata-Hybrid-Sedan-2012_jpg.rf.71b72ecb87e5499faeb17565f8c7b34c.jpg,SEDAN,HATCHBACK,0.848,6,7
train\SEDAN\07346_Acura-TL-Sedan-2012_jpg.rf.c53d6152d7f3a9397b8c5a63b9eb270d.jpg,SEDAN,HATCHBACK,0.902,6,7
train\SEDAN\07414_Suzuki-Aerio-Sedan-2007_jpg.rf.ce42b12fecbfedf5f16b2e6b328c822c.jpg,SEDAN,HATCHBACK,0.942,6,7
train\SEDAN\07432_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.23b016d448769b1e86f45e4e0a8feab7.jpg,SEDAN,HATCHBACK,0.721,6,7
train\SEDAN\07443_Honda-Accord-Sedan-2012_jpg.rf.1f06789d32eae0074fc47137bbbea18b.jpg,SEDAN,HATCHBACK,0.862,6,7
train\SEDAN\07450_Acura-TSX-Sedan-2012_jpg.rf.274e0946a308aaca5c7913c0b5aefd9c.jpg,SEDAN,HATCHBACK,0.755,6,7
train\SEDAN\07495_Bentley-Continental-Flying-Spur-Sedan-2007_jpg.rf.b0e361b2d8ecbcd6e2981c48f147c13a.jpg,SEDAN,HATCHBACK,0.552,6,7
train\SEDAN\07517_Honda-Accord-Sedan-2012_jpg.rf.4a91ee1bccaaefb19e4aa4ba186994d4.jpg,SEDAN,HATCHBACK,0.822,6,7
train\SEDAN\07521_Honda-Accord-Sedan-2012_jpg.rf.a69abe2e226b4e21c7e1603f7c9356be.jpg,SEDAN,HATCHBACK,0.780,6,7
train\SEDAN\07553_Audi-S4-Sedan-2007_jpg.rf.1800947d9d1e9166094e4e9a3947001d.jpg,SEDAN,HATCHBACK,0.725,6,7
train\SEDAN\07563_Chevrolet-Malibu-Hybrid-Sedan-2010_jpg.rf.d8067b3756df27b044e8ffa648be0230.jpg,SEDAN,HATCHBACK,0.606,6,7
train\SEDAN\07581_Hyundai-Sonata-Sedan-2012_jpg.rf.0f0312a6ca7e7898036069ce15130304.jpg,SEDAN,HATCHBACK,0.952,6,7
train\SEDAN\07688_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.59a20999195aeb38e9a7fef5f8ea00d4.jpg,SEDAN,HATCHBACK,0.745,6,7
train\SEDAN\07725_Toyota-Corolla-Sedan-2012_jpg.rf.b500a00b55f9f72149432cf90eaf9325.jpg,SEDAN,HATCHBACK,0.775,6,7
train\SEDAN\07748_Mitsubishi-Lancer-Sedan-2012_jpg.rf.37de7e029f25d357c8bd561487c95ef6.jpg,SEDAN,HATCHBACK,0.630,6,7
train\SEDAN\07841_BMW-3-Series-Sedan-2012_jpg.rf.ee43fb91ba4d0071e3a3d106faf7ca2d.jpg,SEDAN,HATCHBACK,0.763,6,7
train\SEDAN\07880_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.3f07db24fbab5cbd2260991a5af77884.jpg,SEDAN,HATCHBACK,0.655,6,7
train\SEDAN\07889_Audi-S4-Sedan-2007_jpg.rf.4fbd06e800f3eedfa31e9d0409e48f45.jpg,SEDAN,HATCHBACK,0.569,6,7
train\SEDAN\07897_Acura-RL-Sedan-2012_jpg.rf.1cc68007bdc0761955e51ffcc959c170.jpg,SEDAN,HATCHBACK,0.563,6,7
train\SEDAN\07936_Mitsubishi-Lancer-Sedan-2012_jpg.rf.10ad5bbed959f0ccbca23fc9c36e6689.jpg,SEDAN,HATCHBACK,0.811,6,7
train\SEDAN\07951_Buick-Verano-Sedan-2012_jpg.rf.834eefadbd6ab01b13d24d8c016e5f30.jpg,SEDAN,HATCHBACK,0.896,6,7
train\SEDAN\07956_Cadillac-CTS-V-Sedan-2012_jpg.rf.a2f75173c733bde06dfad5ebfb632201.jpg,SEDAN,HATCHBACK,0.605,6,7
train\SEDAN\07957_Suzuki-Aerio-Sedan-2007_jpg.rf.cc5644c6a07c48cfb925a7566796ff78.jpg,SEDAN,HATCHBACK,0.976,6,7
train\SEDAN\105_jpg.rf.511cb8ecad2cf5e0f42b2d56eb109227.jpg,SEDAN,HATCHBACK,0.637,6,7
train\SEDAN\105_jpg.rf.fe9da7e7b5db2430e0f6074c7ee09640.jpg,SEDAN,HATCHBACK,0.800,6,7
train\SEDAN\106_jpg.rf.05d7a13158eb5d25e75546b81eb20068.jpg,SEDAN,HATCHBACK,0.626,6,7
train\SEDAN\107_jpg.rf.42f72a016a3a19a54aed24a630dd5287.jpg,SEDAN,HATCHBACK,0.806,6,7
train\SEDAN\108_jpg.rf.19a3d558712133fb2b05196fd93a9256.jpg,SEDAN,HATCHBACK,0.934,6,7
train\SEDAN\108_jpg.rf.d2aacc041ce99c0c3ce704ed666fc31b.jpg,SEDAN,HATCHBACK,0.909,6,7
train\SEDAN\110_jpg.rf.b17894a2dec8d4f63ce802d2772f7469.jpg,SEDAN,HATCHBACK,0.816,6,7
train\SEDAN\110_jpg.rf.b2b830bdcf72392d348d728d4eb7733f.jpg,SEDAN,HATCHBACK,0.855,6,7
train\SEDAN\111_jpg.rf.9701aa1d905a519c54481da1b8cb37d9.jpg,SEDAN,HATCHBACK,0.650,6,7
train\SEDAN\111_jpg.rf.ba09ec1748f035b6e82a099a4ccb581b.jpg,SEDAN,HATCHBACK,0.579,6,7
train\SEDAN\114_jpg.rf.122177aa4a15828a8e2363e8290e3a2b.jpg,SEDAN,HATCHBACK,0.930,6,7
train\SEDAN\117_jpg.rf.0042ac06e76b5af883a68366ace55b1c.jpg,SEDAN,HATCHBACK,0.861,6,7
train\SEDAN\117_jpg.rf.a49f6a2b23fa935711bb7aa85fbcf084.jpg,SEDAN,HATCHBACK,0.835,6,7
train\SEDAN\118_jpg.rf.a0fe2df9aabe387c95271f3530497a1d.jpg,SEDAN,HATCHBACK,0.589,6,7
train\SEDAN\119_jpg.rf.559e608edc80b76fb1784e53e27ff3f6.jpg,SEDAN,HATCHBACK,0.899,6,7
train\SEDAN\119_jpg.rf.8148ef434e122cc7e8166d9a91426f80.jpg,SEDAN,HATCHBACK,0.894,6,7
train\SEDAN\11_jpg.rf.afb50e54b06501932747ec50c8b29038.jpg,SEDAN,HATCHBACK,0.798,6,7
train\SEDAN\120_jpg.rf.1c2d5346d9806a20970ad333b9040aff.jpg,SEDAN,HATCHBACK,0.782,6,7
train\SEDAN\126_jpg.rf.055848769ec9d460af3e71d74a2c2b20.jpg,SEDAN,HATCHBACK,0.817,6,7
train\SEDAN\126_jpg.rf.aa6f2e29ca8fc97e9ffb12831ba7097e.jpg,SEDAN,HATCHBACK,0.665,6,7
train\SEDAN\127_jpg.rf.a8ca20cebb8afc630aeaf948141ba604.jpg,SEDAN,HATCHBACK,0.724,6,7
train\SEDAN\128_jpg.rf.7a34fc00a92774149ee7d1e5a672a171.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\129_jpg.rf.fcd730a14b73a27eecc18092471e4b89.jpg,SEDAN,HATCHBACK,0.682,6,7
train\SEDAN\12_jpg.rf.59f2271669f06fb9d7a51675f280ef4a.jpg,SEDAN,HATCHBACK,0.778,6,7
train\SEDAN\134_jpg.rf.7d23c989404a07818c700e0bc1e54ee4.jpg,SEDAN,HATCHBACK,0.838,6,7
train\SEDAN\135_jpg.rf.9892de46f45a1c89fe859d9dd479f727.jpg,SEDAN,ACIK_TEKERLEK,0.605,6,5
train\SEDAN\135_jpg.rf.e021876466c939bea93cc0abe104dc57.jpg,SEDAN,ACIK_TEKERLEK,0.592,6,5
train\SEDAN\136_jpg.rf.07c3625be93632d154538b1763e4356d.jpg,SEDAN,HATCHBACK,0.929,6,7
train\SEDAN\136_jpg.rf.267b57f27be4c1b8f442e28b74b271f7.jpg,SEDAN,HATCHBACK,0.764,6,7
train\SEDAN\138_jpg.rf.4e5993206afacbe1b8f81b7f4a688917.jpg,SEDAN,HATCHBACK,0.722,6,7
train\SEDAN\138_jpg.rf.6c0e820c1ede09807a05302f76b6d1e7.jpg,SEDAN,HATCHBACK,0.914,6,7
train\SEDAN\13_jpg.rf.234abc9feb4f0c31d41fac41f2446daa.jpg,SEDAN,HATCHBACK,0.592,6,7
train\SEDAN\13_jpg.rf.340d2255aa25d0f186b7faa310282d10.jpg,SEDAN,HATCHBACK,0.681,6,7
train\SEDAN\140_jpg.rf.1f507f3a485b5e8a9ad7736c6641ad58.jpg,SEDAN,HATCHBACK,0.657,6,7
train\SEDAN\142_jpg.rf.03181849a774cd2d260a405cd68c3788.jpg,SEDAN,HATCHBACK,0.672,6,7
train\SEDAN\144_jpg.rf.2f8cb0f2518152ed309b498fe0a9972b.jpg,SEDAN,HATCHBACK,0.733,6,7
train\SEDAN\145_jpg.rf.2db46cfe6dc4302a52d982a6deff5b8b.jpg,SEDAN,HATCHBACK,0.701,6,7
train\SEDAN\146_jpg.rf.4ced1cda25f6fe96a7101683c1c6f274.jpg,SEDAN,HATCHBACK,0.903,6,7
train\SEDAN\14_jpg.rf.d7ac22d47ab9978f389f7e37577673e3.jpg,SEDAN,HATCHBACK,0.847,6,7
train\SEDAN\152_jpg.rf.5a7b4ca9a90c3ecd3bc38fc9286a505d.jpg,SEDAN,HATCHBACK,0.762,6,7
train\SEDAN\153_jpg.rf.424ce9a9532749ee63062e34a4baab46.jpg,SEDAN,HATCHBACK,0.909,6,7
train\SEDAN\155_jpg.rf.d3c36d890f5559dd78b9a14f75490d42.jpg,SEDAN,HATCHBACK,0.682,6,7
train\SEDAN\157_jpg.rf.6208533657f010c46db9f2fd6f715d4b.jpg,SEDAN,HATCHBACK,0.701,6,7
train\SEDAN\158_jpg.rf.19c22fceb1485fc53f4308cb4215b0c5.jpg,SEDAN,HATCHBACK,0.844,6,7
train\SEDAN\159_jpg.rf.05fc212eed0b094473d57252361b4787.jpg,SEDAN,HATCHBACK,0.668,6,7
train\SEDAN\159_jpg.rf.e3c169e99ecb167635a1e41283a6777c.jpg,SEDAN,HATCHBACK,0.816,6,7
train\SEDAN\15_jpg.rf.5c983ab6339aa1e701881bab1bc47d5c.jpg,SEDAN,HATCHBACK,0.715,6,7
train\SEDAN\162_jpg.rf.4d9de9b128b137e289cef8836bb2d255.jpg,SEDAN,HATCHBACK,0.796,6,7
train\SEDAN\163_jpg.rf.ea0f6918ba7d6e01f14e5efbbaa0ba04.jpg,SEDAN,HATCHBACK,0.604,6,7
train\SEDAN\164_jpg.rf.5f34a558c89cd2d7c8ad4187687bd851.jpg,SEDAN,HATCHBACK,0.727,6,7
train\SEDAN\165_jpg.rf.7c559f345f5e957fd39111f64b687cd9.jpg,SEDAN,ACIK_TEKERLEK,0.703,6,5
train\SEDAN\166_jpg.rf.d967ddfdebb01305c8300b848635a2ee.jpg,SEDAN,HATCHBACK,0.865,6,7
train\SEDAN\167_jpg.rf.63ccb0e6795d8f999f5d10d0851d1622.jpg,SEDAN,HATCHBACK,0.785,6,7
train\SEDAN\16_jpg.rf.8995a41a19bb39412b93182c2aac2615.jpg,SEDAN,HATCHBACK,0.658,6,7
train\SEDAN\170_jpg.rf.e0144cd15430de4d93e6d045062cf532.jpg,SEDAN,HATCHBACK,0.862,6,7
train\SEDAN\171_jpg.rf.6c23389cfb3afc160b56673a15ae7370.jpg,SEDAN,HATCHBACK,0.660,6,7
train\SEDAN\172_jpg.rf.0bf8ba6dc84f2ea1cff5cfe03751657a.jpg,SEDAN,HATCHBACK,0.584,6,7
train\SEDAN\172_jpg.rf.2a5e4327c5f241ca9165f9f9ccfd5a23.jpg,SEDAN,HATCHBACK,0.619,6,7
train\SEDAN\173_jpg.rf.d5d1a554ddb00baf0483cf728ee35e62.jpg,SEDAN,SUV,0.707,6,1
